,0
0,-0.8302435205684465
1,-0.8779304600455571
2,-1.1664225003325217
3,0.19216725053071632
4,0.10627498527369834
5,-0.7778157742427342
6,-1.0070477289221784
7,-0.4376628828555665
8,0.21865999468466668
9,1.6872643515345722
10,-1.4788974458535888
11,-1.0114399470319122
12,0.873239928530561
13,0.3017635500307425
14,1.5289353463408322
15,0.936473925761174
16,-0.812674648129511
17,0.6566966039459037
18,-1.4717862355806863
19,1.5230790555278537
20,-0.4631098607929135
21,-0.6272254390518586
22,0.703337777206411
23,0.6276940208721054
24,-1.7439643228886395
25,-0.00011429782874437124
26,1.4426247745971728
27,0.8696146056463362
28,-0.28205286982499495
29,-0.901076752306377
30,0.6526529745750376
31,-1.132818545905669
32,-0.9141139711400315
33,-0.4154926390635764
34,-1.1521303620389431
35,1.1951964877488312
36,0.4796832423488512
37,0.9470013056749806
38,-0.6726116928524419
39,-1.2677921055952686
40,-1.1402086271696656
41,1.430424168736801
42,-1.7646704939773847
43,-0.5082172436024026
44,-0.4679203853892887
45,-1.2955397692091428
46,0.06277111066300094
47,0.7441226596539398
48,0.3625574260892812
49,0.19049402458415104
50,1.6325359195323328
51,-1.5530074117368762
52,0.43032307692517524
53,1.0600137748159109
54,0.022962276684301855
55,-0.2108013316004232
56,-0.30136468595826926
57,0.15521684421073295
58,0.39253605763190924
59,1.6066706351083444
60,-0.035879502436577344
61,-1.7154497640492559
62,-1.0218278914501717
63,-0.42839042240168385
64,-0.9409553040328495
65,1.124014667272033
66,-1.4607011136846912
67,1.4881504638933032
68,-0.31112517064656675
69,-1.396072761498607
70,-0.04382732568276245
71,-0.8629411442742431
72,-1.2405324662158093
73,-1.5565630168733273
74,1.6669764869324681
75,0.5975062360861567
76,0.8000362933683297
77,0.49787957451774867
78,1.6723447535110318
79,-1.5568418878644217
80,0.5519108290422526
81,-0.9068633253715819
82,-0.9635438543114809
83,-0.24586935873052063
84,0.911166383319374
85,0.5834232510358989
86,1.372628155832525
87,1.2380729026295667
88,-0.30526887983358825
89,-0.9376785698874925
90,1.3158779091448525
91,0.5137752210101189
92,-0.5585534574949084
93,-1.7177504497257832
94,-1.1019335836419848
95,1.659795558911792
96,1.2059330209059584
97,1.1825078576540444
98,-0.5045222029704043
99,0.8077749633711941
100,0.6840259610731366
101,-0.09737055597285157
102,1.4014215856630026
103,0.39114170267643816
104,0.3504962557244564
105,1.5676286963551542
106,0.2531702798325757
107,-0.08984103921330779
108,0.17606245079502544
109,-1.086107654897388
110,-0.6125149942716388
111,0.30469169543723174
112,0.008042678660761395
113,1.5384169600380353
114,-0.6405415288766073
115,-0.7899466623553325
116,0.8378930304093694
117,1.030941473994339
118,1.2288004421756842
119,0.0778301441820885
120,0.4531207804471273
121,-1.591421890760104
122,-1.2387895225214702
123,-0.1992281854700133
124,-1.7102209329662394
125,-1.775546462630059
126,0.4858184041529239
127,0.8542767011361544
128,-1.7808450114608492
129,1.2863873018366394
130,1.6669067691846946
131,1.5366740163436965
132,0.014875017942569643
133,-0.5383353106405778
134,1.4381628387396654
135,0.2365077381146964
136,-0.11772813832272921
137,1.2018196737873188
138,-1.2511295638773894
139,-0.09137482966432597
140,-0.09695224948621026
141,1.0682404690531901
142,-0.09723112047730446
143,1.2075365291047502
144,1.2788577850770955
145,1.2399552818194526
146,0.7960623817452371
147,0.5289039722769799
148,1.3027709725634244
149,0.35314553013985145
150,1.1893401969358528
151,1.4498057026178488
152,0.8968045272780221
153,0.04227409281757619
154,0.5673881690479815
155,0.9038460198031509
156,0.6964357201768292
157,0.188472209898718
158,-1.2604717420790454
159,0.5530960307544031
160,1.0886677691508415
161,-0.2966935968574412
162,-0.19183810420601663
163,-1.7900477541669582
164,1.5005602229969959
165,0.48679445262175364
166,-1.2848729537997892
167,1.24755451632677
168,0.7923673411132388
169,-1.5069239804585572
170,0.2525428201026137
171,-0.5460042628956687
172,0.9089354153906204
173,0.5586734505762874
174,-0.7331964156676599
175,-1.0495058373162724
176,1.546295065536447
177,-0.9322405855611553
178,1.3840618664673878
179,-0.41918767969557474
180,-0.5381958751450306
181,1.6840573351369887
182,0.06437461886179266
183,-0.1882824990695654
184,-0.7009170984485047
185,-1.0014005913525206
186,0.18916938737645353
187,1.6353943471910484
188,-0.23262298665354547
189,0.8782596063702568
190,1.1759543893633304
191,-1.254127427031652
192,1.5036975216468058
193,-1.6564685494328297
194,1.6312810000724087
195,0.5230476814640015
196,0.10927284842796114
197,0.2500329811827658
198,-1.3649786459916022
199,0.9131881980048071
200,1.2045386659504875
201,-1.1845491147536455
202,1.630444387099126
203,1.4260319506270671
204,-0.5758434589427496
205,0.7649682662382323
206,0.5511439338167435
207,-1.7015062144945452
208,-0.9653565157535933
209,-0.797057872628235
210,0.3378076256296697
211,0.1404366816827396
212,1.3208278692367748
213,-1.0907090262504426
214,1.0694953885131142
215,0.2955586704788962
216,-0.541263456047067
217,-1.2401838774769414
218,-0.8132323901116995
219,-0.05505188307430457
220,1.1120929324027555
221,-0.45809018295321763
222,0.6751020893581218
223,0.029097438488374566
224,1.6689983016179013
225,0.6399643444802507
226,0.6159814392461483
227,0.014108122717060554
228,0.15619289267956268
229,-0.653090723475847
230,-1.4802918008090598
231,-1.0773929364256938
232,-1.3651180814871493
233,-0.8040296474055904
234,-0.22843992178713224
235,1.164311525485147
236,-0.7360548433263756
237,-1.2164101254861597
238,1.5860341817673724
239,0.015432759924758071
240,-0.7626173052280996
241,1.1683551548560132
242,1.2884788342698459
243,-0.8935472355468331
244,-0.7935022674917838
245,-0.5535337796552124
246,1.662444833327187
247,-1.5207280945177208
248,0.574499379320884
249,1.2444869354247337
250,1.5476197027441445
251,-1.4001163908694731
252,-0.6590167320365989
253,0.2915847588558037
254,-1.3971185277152105
255,0.18882079863758575
256,-0.461785223585216
257,-1.3736933644632965
258,-0.9137653824011637
259,-0.013500105401266654
260,-0.7473491184656913
261,-1.139372014196383
262,-0.7049607278193708
263,-0.29704218559630896
264,0.8835581552010469
265,1.4703724382110472
266,-0.4334101002413797
267,-1.7074322230552972
268,1.4701632849677264
269,0.7352685056866984
270,-0.23067088971588595
271,0.8383113368960107
272,-1.3018143665087627
273,0.18136099962581553
274,0.4991344939776726
275,0.7533951201078224
276,0.23992390775560052
277,1.6695560436000896
278,1.5693019223017197
279,0.37496718519297373
280,-0.2531200044989702
281,1.4932398594807728
282,-0.6760975802411197
283,-1.0477628936219336
284,1.546434501031994
285,0.01724542136687046
286,-1.7539339608202575
287,-0.16360241635772746
288,-0.0848910791213855
289,0.35572508680747295
290,0.1778053944893643
291,-1.31255089966589
292,-0.47719284584317134
293,0.8533703704150982
294,1.1519017663814546
295,0.7595302819118951
296,-1.3566125162587759
297,-0.8360300936336514
298,0.7409853610041299
299,-1.197307462596206
300,0.6622043060200143
301,-1.420613408714898
302,0.12203119627052145
303,0.43994412611792566
304,-0.5863011211087826
305,1.4909391738042455
306,1.4298664267546126
307,1.524891716969966
308,-0.6935967349322816
309,0.5694099837334146
310,0.2573533446989889
311,0.7153292298234621
312,1.6527540663866631
313,1.4841765522702108
314,-1.7015062144945452
315,-0.8105831156963044
316,-1.0163899071238345
317,-1.6397362899671768
318,0.8711483960973544
319,-0.39457731473151036
320,-1.5197520460488911
321,0.16184003024922053
322,1.4926123997508107
323,1.6761792296385771
324,0.5372701020098064
325,1.2256631435258742
326,0.8916454139427791
327,1.5638639379753825
328,-1.3652575169826964
329,1.2746050024629088
330,1.3805062613309367
331,0.4771036856812297
332,-0.34389251210013694
333,1.6413203557518004
334,-0.8773727180633687
335,-1.131703061941292
336,-1.230562828284191
337,-0.9839711544091321
338,1.3137863767116458
339,0.44531239269648926
340,-1.1686534682612755
341,1.41745666765092
342,-0.29627529037079986
343,0.7816308079561116
344,-0.024166920810620347
345,-1.7742218254223616
346,-1.0925914054403285
347,0.14517748853134124
348,1.6450851141315723
349,-1.544780717499597
350,-0.3067329525368329
351,1.1613136623308842
352,0.5818197428371071
353,0.8578323062726056
354,-0.129161848957592
355,-1.3760637678875973
356,1.3356777495125416
357,0.3042733889505904
358,-1.6739677041239915
359,0.017663727853511783
360,0.7282967309093431
361,1.0221570377748714
362,0.41289363998178685
363,-1.0350742635271468
364,-1.5462447902028416
365,-1.5203795057788532
366,1.1547601940401702
367,-1.1995384305249597
368,-0.6724025396091212
369,0.9648490491050103
370,-1.69355839124836
371,0.9248310618829906
372,-0.18584237789749103
373,-0.2696431107213024
374,-1.5964415685998001
375,0.9457463862150567
376,-1.4135021984419955
377,0.3807537582581787
378,0.3044825421939111
379,-1.697811173862547
380,0.24989354568721867
381,1.081556558877939
382,-1.6837979065600626
383,1.5554978082425561
384,0.8790265015957659
385,-0.22314137295634218
386,-0.8080035590286829
387,1.4619365907304471
388,-0.6275740277907264
389,-0.5532549086641182
390,0.641498134931269
391,-0.37017610301076664
392,-0.4915547018845233
393,0.9879953413658301
394,-0.40182796049995995
395,1.2053752789237702
396,1.3443924679842358
397,-0.5631548288479629
398,-1.5135471664970448
399,0.19181866179184856
400,0.6143779310473566
401,1.546434501031994
402,-1.6321370554598595
403,-0.8327533594882944
404,0.3124303654400962
405,0.0757386117488819
406,0.6628317657499764
407,-1.7433368631586774
408,0.39881065493152906
409,1.2140899973954642
410,0.5213047377696627
411,-0.26601778783707763
412,-0.8722136047281257
413,-1.3584251777008882
414,0.21113047792512288
415,0.9220423519720484
416,-0.641517577345437
417,1.052972282290782
418,0.11533829248426031
419,-0.98648099332898
420,1.0485103464332746
421,-1.334581707962333
422,-1.577687494448714
423,0.5597192167928906
424,0.4524236029693917
425,-1.5529376939891026
426,-0.6244367291409164
427,-0.826897068675316
428,-1.3285859816538073
429,-0.5459345451478951
430,-1.009418132346479
431,1.1967302781998495
432,0.2429217709098633
433,-1.7124519008949932
434,-0.7366823030563376
435,-1.7489142829805617
436,-0.5085658323412704
437,0.6270665611421434
438,0.8065200439112702
439,-0.30875476722226597
440,-1.1487839101458126
441,1.4410909841461546
442,0.7285756019004374
443,-1.243669764865619
444,-0.9055386881638844
445,1.4136221915233746
446,0.7953652042675017
447,-0.7909924285719359
448,-0.8785579197755191
449,-1.125289029146125
450,-1.369719452840204
451,0.7782146383152074
452,-1.3258669894906387
453,0.8487689990620436
454,0.5316229644401486
455,0.3231668985972235
456,-0.1401075353580399
457,0.7674083874103067
458,1.1802071719775173
459,1.6409020492651591
460,-0.29299855622544285
461,1.273489518498532
462,-1.7360862173902278
463,0.9616420327074269
464,-0.6212297127433329
465,1.072493251667377
466,-0.36773598183869227
467,0.7486543132592207
468,1.3420917823077085
469,0.7223707223485911
470,0.7727766539888703
471,1.3128800459905896
472,-0.5729153135362604
473,-0.5188143412639827
474,-0.4559289327722375
475,-0.3928343710371715
476,1.530050830305209
477,0.4411293278300761
478,0.3440822229292895
479,0.8356620624806156
480,1.3424403710465764
481,-1.4489188143109608
