,0
0,0.27665919462012667
1,0.2629693379233049
2,0.1801497077896086
3,0.5701705227763991
4,0.5455127691938197
5,0.2917100312224803
6,0.22590264990793374
7,0.38936033944440007
8,0.5777759987190778
9,0.9993795532783607
10,0.09044512048675046
11,0.22464174205427923
12,0.7656912977343688
13,0.6016331758866384
14,0.9539268273156674
15,0.7838443679449205
16,0.28170282603474517
17,0.703526539108158
18,0.09248659034504847
19,0.9522456168441278
20,0.3820550796573534
21,0.3349411576334962
22,0.7169161796493477
23,0.6952005443919624
24,0.014350332239212449
25,0.514970778960852
26,0.9291489872708352
27,0.7646505483948445
28,0.4340325034024499
29,0.2563245536786487
30,0.7023657033063808
31,0.18979665359058528
32,0.2525818589384359
33,0.3957249219437997
34,0.18425266191658007
35,0.8581178448482909
36,0.6527099511648389
37,0.7868665439116165
38,0.3219117764790651
39,0.15104875510367477
40,0.1876751260907854
41,0.9256464654551277
42,0.008406052357697646
43,0.3691057561444242
44,0.38067408534144587
45,0.14308301977423765
46,0.5330237771195261
47,0.7286246097189979
48,0.6190857417340487
49,0.5696901769273879
50,0.9836682411336164
51,0.0691698022576257
52,0.6385397486190059
53,0.819309903130254
54,0.5215955487951327
55,0.4544872308061805
56,0.4284885117284445
57,0.5595628852774
58,0.6276919381955008
59,0.9762428948843169
60,0.5047033864382355
61,0.02253622608277972
62,0.2216595949083342
63,0.3920222560243376
64,0.24487631094387963
65,0.8376831318549356
66,0.0956688815947484
67,0.9422183972460172
68,0.4256864942758787
69,0.11422224001280923
70,0.5024217436554321
71,0.26727243615403107
72,0.1588743895604836
73,0.06814906732847659
74,0.9935553598590987
75,0.6865343046993837
76,0.7446761668401249
77,0.6579337122728366
78,0.9950964694580098
79,0.06806900968697471
80,0.673444880313826
81,0.2546633576174846
82,0.2383916419822274
83,0.44441998238731895
84,0.7765791369786248
85,0.6824913938035386
86,0.9090545192538628
87,0.8704267072292051
88,0.42736770474741825
89,0.24581698823152687
90,0.8927627892082302
91,0.6624969978384438
92,0.3546553518533344
93,0.02187575054038926
94,0.1986630373869187
95,0.9914938755904252
96,0.8612000640461133
97,0.8544752221599552
98,0.37016651989432403
99,0.7468977663918022
100,0.7113721879753423
101,0.4870506764870708
102,0.9173204707389322
103,0.6272916499879915
104,0.6156232487390922
105,0.9650348250740535
106,0.5876831318549356
107,0.4892122328076216
108,0.5655471939796655
109,0.2032063085421505
110,0.3391641982227205
111,0.6024737811224083
112,0.517312464974782
113,0.9566487871267313
114,0.3311184052517815
115,0.28822752381714856
116,0.7555439916740054
117,0.8109638940036827
118,0.8677647906492676
119,0.5373468897606277
120,0.6450844608117845
121,0.05814186214074146
122,0.15937474981987032
123,0.4578096229285087
124,0.024037306860940078
125,0.005283804339124343
126,0.6544712192778801
127,0.760247378112241
128,0.003762709150588517
129,0.8842966936194061
130,0.9935353454487232
131,0.9561484268673446
132,0.5192738771915781
133,0.36045953086222093
134,0.927868065006805
135,0.5828996877751982
136,0.48120646865743355
137,0.8600192138339606
138,0.15583219918341218
139,0.4887719157793613
140,0.4871707629493236
141,0.8216716035545595
142,0.4870907053078217
143,0.861660395484749
144,0.8821351372988553
145,0.8709670963093428
146,0.7435353454487232
147,0.666840124889921
148,0.8890000800576416
149,0.61638379633336
150,0.8564366343767513
151,0.9312104715395086
152,0.7724561684412778
153,0.5271395404691379
154,0.6778880794171804
155,0.7744776238892004
156,0.7149347530221761
157,0.5691097590264993
158,0.15315026819309918
159,0.6737851252902092
160,0.8275358257945722
161,0.4298294772236011
162,0.45993115042830857
163,0.0011208069810264565
164,0.945780962292851
165,0.6547514210231369
166,0.14614522456168455
167,0.873148667040269
168,0.7424745816988232
169,0.08239932751581147
170,0.5875030021615564
171,0.3582579457209192
172,0.7759386758466096
173,0.6753862781202467
174,0.3045192538627812
175,0.21371387398927233
176,0.9589104154991595
177,0.2473781122408134
178,0.9123368825554401
179,0.39466415819389966
180,0.36049955968297187
181,0.9984588904010889
182,0.5334841085581621
183,0.46095188535745746
184,0.313785925866624
185,0.2275238171483469
186,0.569309903130254
187,0.9844888319590106
188,0.4482227203586584
189,0.7671323352814028
190,0.8525938675846612
191,0.15497157953726703
192,0.9466816107597471
193,0.0394684172604276
194,0.983307981746858
195,0.6651589144183814
196,0.5463733888399649
197,0.5867824833880395
198,0.12314866704026906
199,0.7771595548795134
200,0.8607997758386039
201,0.17494596109198635
202,0.9830678088223521
203,0.9243855576014732
204,0.3496917780802178
205,0.7346089184212634
206,0.6732247217996958
207,0.02653910815787386
208,0.237871267312465
209,0.28618605395885055
210,0.6119806260507568
211,0.5553198302778002
212,0.8941838123448884
213,0.20188535745736935
214,0.8220318629413179
215,0.5998518933632215
216,0.35961892562645126
217,0.15897446161236095
218,0.2815427107517414
219,0.49919942358498126
220,0.8342606676807303
221,0.38349611720438737
222,0.7088103434472821
223,0.5233568169081739
